62;2;0.003;0.450;0.17846;345;3000;A1;
91;1.3;0.001;0.176;0.17846;625;6500;A2;
83;2.3;0.0025;0.320;0.090;520;5500;A3;
72;1;0.0014;0.200;0.090;600;7000;A4;
56;0.6;0.0032;0.500;0.090;420;6000;A5;
50;2.1;0.0005;0.100;0.17846;792;5500;A6;
68;2.2;0.00067;0.135;0.17846;1000;6500;A7;
112;3;0.0037;0.072;0.090;720;6200;A8;
